,name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,genre
7879,Convo 3: The Finale,205714,True,22,Govana,Convo 3: The Finale,0.76,0.672,2,-5.812,1.0,0.31,0.317,0.0,0.479,0.448,104.13,4.0,352.0,j-dance
5826,Starlet - Phil Tangent Remix,340117,False,15,Hybrid Minds;Mimi Page;Phil Tangent,Mountains (Remixed),0.628,0.83,2,-5.79,1.0,0.0419,0.00643,0.925,0.0737,0.122,87.487,4.0,489.0,industrial
9189,Am Zuckerwattenstand,213319,False,25,Jörg Bausch,Am Zuckerwattenstand,0.693,0.938,6,-3.191,1.0,0.0379,0.0584,0.000176,0.332,0.901,129.993,4.0,451.0,happy
304,Photon,351973,False,16,VNV Nation,Automatic,0.507,0.91,1,-7.68,0.0,0.0372,0.000228,0.943,0.0928,0.0934,137.996,4.0,797.0,industrial
9552,夏夜晚風,214160,False,48,Wu Bai,愛情的盡頭,0.402,0.125,3,-16.256,1.0,0.0303,0.937,0.000649,0.107,0.161,105.776,4.0,353.0,mandopop
2807,Midnight Sun,85740,False,35,Nostalgique,Lofi Life,0.733,0.355,0,-11.854,1.0,0.0369,0.287,0.752,0.0895,0.216,80.972,4.0,114.0,study
1766,Echosphere,365493,False,5,Alphaxone,Edge of Solitude,0.155,0.157,5,-20.476,0.0,0.0436,0.691,0.941,0.0985,0.0379,132.55,5.0,910.0,iranian
6020,軽蔑していた愛情,256906,False,20,AKB48,SET LIST〜グレイテストソングス〜完全盤,0.642,0.837,1,-4.773,1.0,0.0515,0.00339,0.0,0.0826,0.793,118.608,4.0,502.0,j-idol
5632,Kaari,157777,False,51,Adarsh Rao,Kaari,0.725,0.462,3,-11.786,1.0,0.0413,0.231,0.019,0.0775,0.704,107.986,4.0,272.0,indian
10506,Saturate,290800,False,7,The Chemical Brothers,Brotherhood (Deluxe),0.825,0.551,10,-4.818,0.0,0.0685,0.0687,0.903,0.0953,0.318,133.99,4.0,640.0,breakbeat
11729,"Oi, Atende Aí",162351,False,41,Alemão Do Forró;Robério e Seus Teclados,"Alemão do Forró, Vol. 06: O Rei do Forró Capixaba",0.65,0.684,5,-4.016,1.0,0.0459,0.28,0.0,0.0517,0.929,186.082,4.0,502.0,forro
6595,Corazón de cristal,253293,False,29,Jorge Drexler,Frontera,0.686,0.212,7,-16.961,1.0,0.0495,0.791,5.73e-05,0.288,0.189,134.12,4.0,562.0,afrobeat
10588,Bandey,305335,False,49,The Local Train,Aalas Ka Pedh,0.658,0.621,8,-7.506,1.0,0.03,0.0112,0.000755,0.109,0.613,92.025,4.0,464.0,indian
8485,Hardsax (Original Mix) - Extended Mix,311945,False,0,The Prophet,The Hardcore Archive Part 3 (1997),0.671,0.97,7,-4.566,1.0,0.0699,0.00966,0.922,0.0876,0.258,149.949,4.0,776.0,happy
6698,Giftig,188263,False,69,Rammstein,Zeit,0.608,0.845,2,-4.463,1.0,0.0522,0.0031,0.000133,0.0904,0.508,144.959,4.0,441.0,industrial
6023,Tere Bina,152000,False,41,Zephyrtone;Vasu Raina,Tere Bina,0.664,0.618,0,-10.224,1.0,0.0303,0.264,2.57e-06,0.142,0.573,144.031,4.0,357.0,indian
12585,Africa Havana Paris,295333,False,16,Ricardo Lemvo,Shall We Salsa,0.756,0.629,0,-8.176,0.0,0.0348,0.608,2.93e-05,0.0976,0.932,156.029,4.0,753.0,afrobeat
8608,Polo Fi Days,155744,True,16,Nervz,Street College,0.717,0.444,2,-9.063,0.0,0.551,0.229,0.0,0.114,0.749,188.173,4.0,484.0,j-dance
6818,God Only Knows (Timbaland Remix),215020,False,48,for KING & COUNTRY;Echosmith;Timbaland,God Only Knows (Timbaland Remix),0.7,0.487,11,-5.437,0.0,0.0486,0.208,0.0,0.11,0.363,143.964,4.0,499.0,indian
3954,Can You Feel It - Kevin Saunderson Dub Mix,243981,False,9,Chez Damier;Kevin Saunderson,Can You Feel It (Kevin Saunderson Remix),0.65,0.975,1,-6.992,1.0,0.0411,0.00068,0.395,0.101,0.435,125.938,4.0,512.0,chicago-house
7364,Down by the Bay,145926,False,51,Super Simple Songs,Humpty Dumpty & More Kids Songs,0.809,0.533,7,-7.283,1.0,0.0288,0.636,0.0,0.0872,0.785,96.023,4.0,226.0,disney
218,A New Today - ANDY SVGE Remix,223815,False,17,Endymion;Art Of Fighters;Lilly Julian;ANDY SVGE,Invincible,0.392,0.951,11,-3.941,0.0,0.064,0.184,0.00128,0.0959,0.394,151.998,4.0,557.0,happy
1720,Lyra - Broken Minds Remix,155076,False,59,Korsakoff;Broken Minds,300 (The Remixes),0.299,0.982,9,-2.197,0.0,0.135,0.000352,0.293,0.118,0.0398,195.14,4.0,489.0,techno
8557,Africa Nossa (with Ismaël Lô),232146,False,32,Cesária Evora;Ismaël Lô,Rogamar,0.804,0.854,7,-7.937,1.0,0.0487,0.611,8.31e-05,0.395,0.841,104.004,4.0,399.0,forro
1769,La del Vestido Rojo,147240,False,31,Hermanos Rigual,RCA 100 Años de Música,0.701,0.495,7,-13.236,1.0,0.0432,0.495,0.000128,0.309,0.787,125.669,4.0,297.0,spanish
13961,Lords of Motion (Breaks Remix) [Aquasky Vs. Masterblaster],429200,False,16,Aquasky;Master Blaster,2001 - 2003,0.767,0.914,5,-5.058,1.0,0.0424,0.0154,0.608,0.0777,0.929,138.044,4.0,978.0,breakbeat
9813,Bambälä (Die Seele wieder baumeln lassen),164973,False,25,DJ Ötzi,Sei du selbst - Party 2.0,0.565,0.988,0,-2.89,1.0,0.0503,0.0379,0.0,0.0696,0.906,125.983,4.0,336.0,happy
12518,慢冷,305028,False,5,Ricky Hsiao,秋日思念絮語,0.289,0.328,0,-7.991,1.0,0.0342,0.883,0.0,0.121,0.258,86.384,4.0,410.0,mandopop
3194,Lucy Dreamer,92500,False,39,Crate Diggers,Luscious,0.685,0.377,0,-12.374,0.0,0.348,0.542,0.788,0.131,0.597,84.136,4.0,129.0,study
5860,Bloodstream,180619,False,0,twocolors,Night Drive Autumn/Winter 2022/23,0.586,0.715,11,-5.962,0.0,0.159,0.013,1.15e-06,0.54,0.59,120.971,4.0,361.0,chicago-house
3746,We Are the Greatest,207266,False,3,Scooter,20 Years of Hardcore,0.61,0.983,1,-5.69,1.0,0.0804,0.0168,0.129,0.958,0.488,136.984,4.0,470.0,happy
9578,Tokyo House Party,262373,True,28,Area 11,All the Lights in the Sky,0.642,0.93,3,-4.511,1.0,0.0425,0.0171,2.25e-06,0.137,0.688,131.981,4.0,575.0,industrial
12589,XTC Love,305998,False,22,Bertocucci Feranzano,Happy Hardcore Top 100,0.63,0.852,10,-9.686,1.0,0.108,0.0016,0.82,0.653,0.302,177.966,4.0,905.0,happy
3772,SAKURAリグレット(version2016),310600,False,25,Flower,THIS IS Flower THIS IS BEST,0.671,0.89,4,-3.711,0.0,0.0417,0.143,0.0,0.107,0.579,115.002,4.0,575.0,j-idol
410,The End Begins,308077,False,0,War Angel,Symphony of the War,0.556,0.896,7,-5.159,0.0,0.0511,1.56e-05,0.000176,0.125,0.264,124.997,4.0,635.0,iranian
3550,Pagode Russo,131533,False,55,Luiz Gonzaga,Danado de Bom,0.732,0.925,2,-5.232,0.0,0.0367,0.355,0.000146,0.26,0.934,143.81,4.0,310.0,forro
9194,T Spot,195266,False,16,Bentley Rhythm Ace,For Your Ears Only,0.823,0.893,11,-5.176,0.0,0.0417,0.00266,0.174,0.653,0.853,119.948,4.0,390.0,breakbeat
5747,Diamant,154298,False,59,Rammstein,Rammstein,0.347,0.272,0,-11.841,0.0,0.0375,0.813,2.37e-05,0.102,0.122,140.506,4.0,344.0,industrial
12484,The Troublemakerz,458880,False,47,Boris Brejcha,Space Diver,0.799,0.612,2,-8.926,1.0,0.0614,5.8e-05,0.878,0.107,0.266,125.0,4.0,951.0,techno
14071,Broken Machines - Mixed,128560,False,8,Roy Davis Jr.,fabric presents Danilo Plessow (MCDE) [DJ Mix],0.852,0.579,7,-13.224,1.0,0.0683,0.000216,0.646,0.165,0.658,128.961,4.0,275.0,chicago-house
8425,wonderwork,180000,False,1,meadowzz,subtopia,0.71,0.415,0,-11.207,1.0,0.0707,0.492,0.843,0.326,0.607,147.944,4.0,440.0,study
12101,Mirabel's cumbia,168013,False,19,Germaine Franco,Encanto: La fantastique famille Madrigal (Bande Originale Française du Film),0.662,0.522,7,-8.485,1.0,0.0296,0.556,0.611,0.0596,0.933,97.988,4.0,266.0,disney
4489,Magnetite,120332,False,5,"Sarah, the Illstrumentalist",Pocket Full of Crystals: Vol 2,0.664,0.186,5,-16.097,1.0,0.0685,0.555,0.00928,0.114,0.193,161.969,4.0,321.0,study
6598,"Kahani (Sonu's Version) [From ""Laal Singh Chaddha""]",298317,False,38,Pritam;Sonu Nigam;Amitabh Bhattacharya,"Kahani (Sonu's Version) [From ""Laal Singh Chaddha""]",0.464,0.396,1,-10.86,1.0,0.0422,0.81,7.8e-06,0.0941,0.305,149.933,3.0,743.0,indian
13858,My Paradise - Vintage Culture Remix,170645,False,59,Jamie Jones;Vintage Culture,My Paradise (Vintage Culture Remix),0.683,0.892,6,-7.015,1.0,0.0563,0.0462,0.839,0.0973,0.467,128.008,4.0,358.0,techno
2993,Lazy Dub,289239,False,18,Lenzman,Looking at the Stars,0.669,0.867,2,-4.352,1.0,0.0521,0.000421,0.874,0.0379,0.679,87.495,4.0,415.0,industrial
8126,Se é pra Gente Ficar (feat. Wesley Safadão),176236,False,46,Solange Almeida;Wesley Safadão,Se é pra Gente Ficar (feat. Wesley Safadão),0.717,0.859,0,-3.402,1.0,0.0344,0.198,0.0,0.13,0.703,118.97,4.0,345.0,forro
8516,Wavy Gravy,210000,False,28,Vanilla Beach,Wavy Gravy,0.695,0.292,7,-13.849,1.0,0.0545,0.651,0.926,0.146,0.392,84.033,4.0,291.0,study
1483,Não Dá Prazer,218906,False,0,Forrozão Tropykalia,"Campeões do Forró, Vol. 02",0.731,0.85,11,-5.067,0.0,0.0412,0.141,0.0,0.272,0.835,108.113,4.0,394.0,forro
3942,Péssimo Negócio,201130,False,12,Maneva,Tudo Vira Reggae,0.838,0.496,4,-9.59,0.0,0.0624,0.239,4.83e-06,0.253,0.679,148.132,4.0,489.0,brazil
5987,Agent Orange,365320,False,10,Sodom,Agent Orange,0.271,0.988,4,-4.936,0.0,0.117,1.66e-05,0.735,0.21,0.253,114.027,4.0,687.0,black-metal
7152,The Dust Off,310002,False,14,Deekline;Specimen A,Click Clack / The Dust Off,0.697,0.933,1,-1.283,1.0,0.0444,0.014,0.0397,0.185,0.258,173.979,4.0,895.0,breakbeat
10802,How Far I'll Go (From Disney's 'Moana'),106953,False,15,Little Piano Player,How Far I'll Go (From Disney's 'Moana'),0.348,0.0371,4,-23.335,1.0,0.0399,0.968,0.866,0.0936,0.0396,68.266,4.0,117.0,disney
11912,Laal Tamatar,53916,False,21,WowKidz,50 Top Hindi Nursery Rhymes,0.75,0.507,8,-6.886,1.0,0.548,0.669,0.0,0.059,0.644,180.039,4.0,151.0,disney
7682,Born Too Slow,179800,False,53,The Crystal Method,Legion of Boom,0.648,0.962,6,-3.449,0.0,0.0329,0.00204,0.149,0.235,0.875,130.007,4.0,390.0,breakbeat
11389,Last Winter,216000,False,0,Atria,Reincarnation,0.507,0.976,2,-3.871,1.0,0.215,2.08e-05,0.00393,0.224,0.111,130.023,4.0,462.0,iranian
12410,Desperation,212691,True,25,Sevendust,Blood & Stone,0.481,0.974,10,-5.55,1.0,0.163,0.000177,4.18e-05,0.364,0.317,140.99,4.0,487.0,industrial
12881,Too Emotional,163813,True,34,Chronic Law;Sky Bad,Too Emotional,0.604,0.687,1,-8.575,1.0,0.45,0.339,0.000116,0.12,0.372,120.33,5.0,324.0,j-dance
3980,Ihr seid zuhause,218884,False,26,DJ Düse,Mallorca Style,0.598,0.943,0,-3.673,1.0,0.104,0.0179,0.0,0.583,0.459,127.991,4.0,457.0,happy
353,BiSBiS,263066,False,22,BiS,Brand-new idol Society2,0.405,0.978,7,-3.427,1.0,0.057,0.00033,0.0143,0.126,0.493,185.061,4.0,798.0,j-idol
7775,So many stars,234146,False,23,E-girls,So many stars,0.577,0.706,7,-3.118,1.0,0.0334,0.719,0.0,0.112,0.471,82.033,4.0,306.0,j-idol
624,Secret,221596,False,21,Vybz Kartel,Secret,0.777,0.93,8,-5.25,1.0,0.0567,0.0476,0.000207,0.118,0.867,104.023,4.0,374.0,j-dance
4436,Camino De Rosas,260573,False,0,Alejandro Sanz,Retro Baladas,0.776,0.609,9,-6.146,1.0,0.0929,0.481,0.0,0.0508,0.612,96.04,4.0,415.0,spanish
9209,Para Sempre em Meu Viver,106761,False,41,Desejo De Menina,O Baú da Desejo 2,0.455,0.794,2,-6.638,1.0,0.0464,0.181,0.000185,0.702,0.0874,184.288,4.0,325.0,forro
9019,Smoothie Song,199653,False,22,Nickel Creek,Reason's Why (The Very Best),0.523,0.517,7,-11.001,1.0,0.037,0.529,0.0622,0.0961,0.521,110.006,4.0,361.0,bluegrass
4119,Tareco & Mariola,253440,False,50,Flávio José,Tareco & Mariola,0.585,0.863,9,-4.459,1.0,0.0613,0.289,0.0,0.0536,0.927,168.088,4.0,702.0,forro
13118,Captivity Spinal Cord,282454,True,0,Ekwon,"Born in Shroud, Dead in Womb",0.506,0.975,7,-4.609,1.0,0.0763,4.31e-06,0.933,0.402,0.102,119.946,4.0,557.0,iranian
1346,Crashing Foreign Cars,151120,False,49,Helmet,Size Matters,0.533,0.965,5,-3.371,0.0,0.084,9.88e-05,0.0,0.247,0.34,94.88,4.0,233.0,industrial
11004,Talibhan,183673,True,53,Skeng;Stalk Ashley,Talibhan,0.753,0.554,4,-9.392,0.0,0.0411,0.348,4.89e-05,0.0934,0.327,98.111,4.0,290.0,j-dance
12266,Evil Inside Me - Original Mix,355315,False,22,Evil Activities,Evil's Greatest Activities,0.425,0.937,4,-5.777,1.0,0.124,0.574,0.0245,0.132,0.127,176.935,4.0,1035.0,happy
5040,She Can't Love You,265689,False,16,Bombo Rosa,BRZL,0.766,0.621,6,-6.546,1.0,0.0463,0.00591,0.194,0.655,0.481,126.002,4.0,553.0,breakbeat
6386,Celestial Deconstruction,465586,False,1,1349,Hellfire,0.169,0.981,0,-5.07,1.0,0.133,2.3e-06,0.788,0.303,0.0393,117.6,4.0,901.0,black-metal
993,Kaiso Noir (Bonus Track),240464,False,16,Bacao Rhythm & Steel Band,Expansions,0.815,0.618,4,-8.167,1.0,0.0515,0.0231,0.824,0.142,0.964,119.882,4.0,468.0,afrobeat
11958,Be Careful,210787,False,0,Cardi B,On Chill - Rap & RnB,0.835,0.561,6,-8.248,0.0,0.4,0.0264,0.0,0.095,0.499,152.152,4.0,530.0,breakbeat
9314,Forever to Stay,141558,False,2,Justnormal,Nameless,0.643,0.21,0,-12.232,1.0,0.0441,0.944,0.346,0.679,0.0751,100.051,4.0,231.0,study
7744,"Persian Gardens, Op. 111 : Episode VI",340506,False,0,Alireza Mashayekhi;Farimah Ghavamsadri;National Symphony Orchestra of Ukraine;Vladimir Sirenko,Persian Gardens (Piece for Piano and Orchestra),0.158,0.116,9,-18.078,1.0,0.0375,0.936,0.911,0.234,0.0364,67.645,4.0,372.0,iranian
6286,Commence - Original Mix,284781,True,21,Scott Brown;Plus System,Evolution Plus Classics (Mixed by Scott Brown),0.508,0.967,7,-4.594,1.0,0.0546,0.000297,0.86,0.0741,0.151,170.025,4.0,802.0,happy
8971,Press It Up,214717,True,17,Chronic Law,Press It Up,0.685,0.695,9,-7.714,1.0,0.454,0.152,0.0,0.368,0.791,105.561,4.0,314.0,j-dance
8774,Dunkles Wolkenmeer,125856,False,1,Kerstin Heiles,"Alexandra, wärst Du heut noch hier",0.315,0.174,3,-11.207,0.0,0.0599,0.859,2.04e-06,0.364,0.338,169.903,3.0,303.0,disney
12010,Estilo Capa Loka,160235,False,6,Pisadinha do Vaqueiro,Vaqueiro Sabe Amar,0.721,0.895,1,-3.917,1.0,0.0432,0.485,0.005,0.0265,0.962,168.205,4.0,446.0,forro
7247,On the Line,362146,False,10,Lusine,Language Barrier,0.431,0.198,3,-20.837,0.0,0.0314,0.881,0.944,0.101,0.0412,159.968,4.0,943.0,idm
4981,Gladiator - Original Mix,279882,True,17,Endymion,Gladiator,0.425,0.975,2,-2.69,0.0,0.214,0.0214,0.00345,0.145,0.0772,170.002,4.0,775.0,happy
1323,Pum Pum Pum (2022 Remastered),188253,True,0,Elephant Man;Arif Cooper,Arif Cooper Presents: Up & Live Riddim (2022 Remastered),0.477,0.917,3,-3.027,1.0,0.22,0.12,0.0,0.118,0.73,88.071,3.0,274.0,j-dance
5852,Más De Lo Que Aposté,205031,False,0,Aitana;Morat,Dulce Balada,0.621,0.918,1,-3.01,1.0,0.0552,0.0753,0.0,0.13,0.838,151.988,4.0,511.0,spanish
6264,Canción del Océano,281000,False,3,Relajación océano y olas,Océano New Age: Música Instrumental Tranquila con Hermosos Sonidos de las Olas,0.241,0.281,11,-22.301,1.0,0.05,0.872,0.00257,0.113,0.166,124.982,3.0,659.0,iranian
5245,Refrigera Minhalma - Ao Vivo,345866,False,47,Colo de Deus,Ser Mais do Que Ter (Ao Vivo),0.328,0.753,4,-6.438,1.0,0.0501,0.489,0.0,0.371,0.26,133.145,4.0,764.0,brazil
11085,Uni Tra,259586,False,10,alva noto,Unieqav,0.799,0.458,0,-15.454,1.0,0.0722,0.00182,0.867,0.325,0.189,125.025,4.0,519.0,idm
327,Space Raiders - Charlotte de Witte Remix,438720,False,52,Eats Everything;Charlotte de Witte,Space Raiders (Charlotte de Witte Remix),0.749,0.731,4,-10.865,1.0,0.108,0.00314,0.867,0.111,0.0598,131.997,4.0,957.0,techno
7690,Subha Hone Na De (Remix),299026,False,46,Pritam;Mika Singh;Shefali Alvares;Kiran Kamath,Desi Boyz,0.739,0.898,8,-4.835,1.0,0.0691,0.184,0.0586,0.215,0.365,131.986,4.0,650.0,indian
4098,Bitches,165693,True,56,Mindless Self Indulgence,Frankenstein Girls Will Seem Strangely Sexy,0.696,0.72,9,-6.804,1.0,0.0976,0.0263,0.0647,0.192,0.542,95.897,4.0,264.0,industrial
11390,sa'adabad palace,117800,False,0,Asef Akbari,Perplexed,0.453,0.303,0,-14.778,1.0,0.029,0.84,0.88,0.0886,0.0597,99.976,4.0,182.0,iranian
10502,Hopeless Heart,151903,False,0,Keanu Silva;Toby Romeo;SACHA,Night Drive Autumn/Winter 2022/23,0.727,0.835,5,-4.981,0.0,0.0419,0.179,1.06e-05,0.108,0.408,124.027,4.0,310.0,chicago-house
11742,Gravy,173371,False,21,Jobii,Meander,0.662,0.466,4,-8.315,1.0,0.0398,0.802,0.482,0.126,0.129,146.073,4.0,411.0,study
12214,Paradise Lost,467547,False,21,BLOT!,Paradise Lost,0.708,0.804,5,-9.996,1.0,0.039,0.0267,0.917,0.0919,0.668,121.008,4.0,930.0,techno
977,ヒューリスティック・シティ(Album Mastering),281618,False,22,Philosophy no Dance,エクセルシオール,0.73,0.721,6,-8.413,1.0,0.0621,0.231,0.00109,0.096,0.784,114.011,4.0,524.0,j-idol
4984,Só Pensando em Você,255268,False,5,Kevi Jonny,Verão 2021,0.79,0.608,0,-4.38,0.0,0.0378,0.509,0.0,0.543,0.741,136.917,4.0,581.0,forro
1634,Nocturne,240888,False,21,Tiger Stripes,Nocturnes,0.572,0.837,9,-7.415,1.0,0.0287,0.000329,0.649,0.166,0.0358,134.99,4.0,533.0,techno
5614,痴心絕對,262400,False,59,Sam Lee,痴心絕對,0.629,0.56,11,-4.95,1.0,0.0247,0.226,0.0,0.344,0.224,106.764,4.0,461.0,mandopop
3143,Incision,281760,False,24,Skinny Puppy,Remission,0.516,0.768,7,-14.219,1.0,0.0612,0.0373,0.0217,0.531,0.563,132.356,4.0,618.0,industrial
4894,Odo Agye Gye Me,217652,False,16,The Polyversal Souls;Sir Frank Karikari,Siakwaa / Nana Agyei (Medley),0.813,0.693,0,-7.32,1.0,0.281,0.162,2.61e-05,0.168,0.854,114.206,4.0,408.0,afrobeat
10465,Odkrycie Mirabel,176493,False,17,Germaine Franco,Nasze Magiczne Encanto (Muzyka z filmu),0.129,0.295,1,-14.716,1.0,0.0493,0.608,0.896,0.0476,0.0433,76.947,3.0,216.0,disney
10768,Dreams - Nicholson's Extended Cathedral Remix,456003,False,7,Quench;Nicholson,Dreams,0.572,0.939,5,-4.021,1.0,0.0506,3.24e-05,0.899,0.0975,0.258,138.008,4.0,1037.0,idm
5563,Bapelujah,77802,False,34,Beat Oven,Bapelujah,0.756,0.414,11,-9.943,0.0,0.133,0.0518,0.789,0.118,0.541,90.969,4.0,116.0,study
5460,Distancia 1.5,206329,False,32,Porta,Equilibrio,0.637,0.885,3,-5.605,1.0,0.355,0.325,0.0,0.0988,0.55,90.401,4.0,307.0,spanish
4902,すべてへ,260403,False,37,19,無限大,0.493,0.776,0,-5.143,1.0,0.0289,0.00027,0.00108,0.361,0.529,78.049,4.0,336.0,j-dance
13865,"Lambada de Oceanía, África y América",246613,False,29,Los Pirañas,Toma Tu Jabón Kapax,0.522,0.672,7,-9.058,1.0,0.039,0.0785,0.418,0.0864,0.75,155.833,4.0,637.0,afrobeat
608,Rabba Main Toh Mar Gaya Oye,269003,False,61,Pritam;Rahat Fateh Ali Khan,Mausam,0.586,0.833,9,-3.046,1.0,0.069,0.469,0.0,0.312,0.593,87.892,4.0,390.0,indian
10884,Made Me Glad,300386,False,43,Hillsong Worship,Ultimate Worship Vol 1,0.341,0.748,10,-5.559,1.0,0.0334,0.047,0.000529,0.396,0.326,161.714,4.0,799.0,forro
9567,Fim de Noite - Ao Vivo,127947,False,48,Taty Girl,"Baú da Taty Girl, Pt. 2 (Ao Vivo)",0.406,0.886,8,-4.586,1.0,0.0852,0.272,8.78e-05,0.173,0.482,88.971,4.0,192.0,forro
